date,stressor,en_name_gen,median
2005-08-01,Phosphorus,Seabream,0.0015235876400701612
2005-08-01,Phosphorus,Trout,7.815499563256004e-4
2005-08-01,Phosphorus,Turbot,1.3186057547163503e-4
2005-09-01,GHG,Mussel,0.16089004712021254
2005-09-01,GHG,Salmon,0.4131537367692892
2005-09-01,GHG,Seabass,0.299748401553595
2005-09-01,GHG,Seabream,0.4493516971127818
2005-09-01,GHG,Trout,0.20071760790419785
2005-09-01,GHG,Turbot,0.06104029827664198
2005-09-01,Nitrogen,Mussel,-0.014929209158341488
2005-09-01,Nitrogen,Salmon,0.006232259834797676
2005-09-01,Nitrogen,Seabass,0.005261555839877069
2005-09-01,Nitrogen,Seabream,0.007748595046150972
2005-09-01,Nitrogen,Trout,0.0036692112858290964
2005-09-01,Nitrogen,Turbot,0.0012347529003368088
2005-09-01,Phosphorus,Mussel,-0.002791929553001502
2005-09-01,Phosphorus,Salmon,0.001500597605080184
2005-09-01,Phosphorus,Seabass,0.0011255654808597238
2005-09-01,Phosphorus,Seabream,0.0016575992680735213
2005-09-01,Phosphorus,Trout,8.615464103527885e-4
2005-09-01,Phosphorus,Turbot,2.641414981244426e-4
2005-10-01,GHG,Mussel,0.2103770953843024
2005-10-01,GHG,Salmon,0.5152994677217565
2005-10-01,GHG,Seabass,0.300804998413735
2005-10-01,GHG,Seabream,0.6375839262454415
2005-10-01,GHG,Trout,0.23480940177464688
2005-10-01,GHG,Turbot,0.04872808534072482
2005-10-01,Nitrogen,Mussel,-0.019521180553635598
2005-10-01,Nitrogen,Salmon,0.007773087569502634
2005-10-01,Nitrogen,Seabass,0.005280102538878804
2005-10-01,Nitrogen,Seabream,0.010994460873641566
2005-10-01,Nitrogen,Trout,0.004292425143994026
2005-10-01,Nitrogen,Turbot,9.856954569526309e-4
2005-10-01,Phosphorus,Mussel,-0.0036506797057445834
2005-10-01,Phosphorus,Salmon,0.0018715966439247262
2005-10-01,Phosphorus,Seabass,0.001129533038140411
2005-10-01,Phosphorus,Seabream,0.0023519631866765318
2005-10-01,Phosphorus,Trout,0.0010078796739775302
2005-10-01,Phosphorus,Turbot,2.1086249291085252e-4
2005-11-01,GHG,Mussel,0.13050217210124931
2005-11-01,GHG,Salmon,0.48843911947627056
2005-11-01,GHG,Seabass,0.3316494990616714
2005-11-01,GHG,Seabream,0.5056933957139538
2005-11-01,GHG,Trout,0.14942633911860426
2005-11-01,GHG,Turbot,0.05422986096560655
2005-11-01,Nitrogen,Mussel,-0.012109476364698417
2005-11-01,Nitrogen,Salmon,0.007367909896832813
2005-11-01,Nitrogen,Seabass,0.005821523482814093
2005-11-01,Nitrogen,Seabream,0.00872014808462364
2005-11-01,Nitrogen,Trout,0.002731583021634056
2005-11-01,Nitrogen,Turbot,0.001096988055475608
2005-11-01,Phosphorus,Mussel,-0.002264607895528378
2005-11-01,Phosphorus,Salmon,0.001774038348642252
2005-11-01,Phosphorus,Seabass,0.0012453551910651035
2005-11-01,Phosphorus,Seabream,0.0018654363786561514
2005-11-01,Phosphorus,Trout,6.413873073917771e-4
2005-11-01,Phosphorus,Turbot,2.3467049020002876e-4
2005-12-01,GHG,Mussel,0.17200618855890457
2005-12-01,GHG,Salmon,0.7607333628431406
2005-12-01,GHG,Seabass,0.4595993149905614
2005-12-01,GHG,Seabream,0.6670286706646533
2005-12-01,GHG,Trout,0.12723054451245416
2005-12-01,GHG,Turbot,0.11224809514226454
2005-12-01,Nitrogen,Mussel,-0.015960691239069222
2005-12-01,Nitrogen,Salmon,0.011475360284313153
2005-12-01,Nitrogen,Seabass,0.008067457398466607
2005-12-01,Nitrogen,Seabream,0.011502204367674976
2005-12-01,Nitrogen,Trout,0.002325833566380972
2005-12-01,Nitrogen,Turbot,0.0022706091704540396
2005-12-01,Phosphorus,Mussel,-0.0029848282708124303
2005-12-01,Phosphorus,Salmon,0.0027630263526442975
2005-12-01,Phosphorus,Seabass,0.001725811117920694
2005-12-01,Phosphorus,Seabream,0.0024605809733934856
2005-12-01,Phosphorus,Trout,5.46115610167368e-4
2005-12-01,Phosphorus,Turbot,4.8573452046577755e-4
2006-01-01,GHG,Mussel,0.16897890486101036
2006-01-01,GHG,Salmon,0.48870296087730575
2006-01-01,GHG,Seabass,0.4121504207934986
2006-01-01,GHG,Seabream,0.4992329181432478
2006-01-01,GHG,Trout,0.17331082622523247
2006-01-01,GHG,Turbot,0.058001569782365876
2006-01-01,Nitrogen,Mussel,-0.015679785413529053
2006-01-01,Nitrogen,Salmon,0.0073718898394548645
2006-01-01,Nitrogen,Seabass,0.0072345755379986144
2006-01-01,Nitrogen,Seabream,0.008608743977725212
2006-01-01,Nitrogen,Trout,0.003168202561708033
2006-01-01,Nitrogen,Turbot,0.001173284019489624
2006-01-01,Phosphorus,Mussel,-0.0029322957309023926
2006-01-01,Phosphorus,Salmon,0.0017749966354475713
2006-01-01,Phosphorus,Seabass,0.001547638900366333
2006-01-01,Phosphorus,Seabream,0.0018416045272101342
2006-01-01,Phosphorus,Trout,7.439074317829298e-4
2006-01-01,Phosphorus,Turbot,2.5099191793671486e-4
2006-02-01,GHG,Mussel,0.15526724526676552
2006-02-01,GHG,Salmon,0.37359418112063236
2006-02-01,GHG,Seabass,0.3989526394132389
2006-02-01,GHG,Seabream,0.4346710855645902
2006-02-01,GHG,Trout,0.17954825289624374
2006-02-01,GHG,Turbot,0.06715288740372927
2006-02-01,Nitrogen,Mussel,-0.014407461626853104
2006-02-01,Nitrogen,Salmon,0.005635519668099773
2006-02-01,Nitrogen,Seabass,0.007002911704814468
2006-02-01,Nitrogen,Seabream,0.0074954434175987985
2006-02-01,Nitrogen,Trout,0.0032822256241327795
2006-02-01,Nitrogen,Turbot,0.0013584013320504273
2006-02-01,Phosphorus,Mussel,-0.002694356912889209
2006-02-01,Phosphorus,Salmon,0.0013569150743868701
2006-02-01,Phosphorus,Seabass,0.0014980807807281286
2006-02-01,Phosphorus,Seabream,0.0016034444242985656
2006-02-01,Phosphorus,Trout,7.706805316338081e-4
2006-02-01,Phosphorus,Turbot,2.905926868478414e-4
2006-03-01,GHG,Mussel,0.17710550364099903
2006-03-01,GHG,Salmon,0.464409578594541
2006-03-01,GHG,Seabass,0.44327655864671583
2006-03-01,GHG,Seabream,0.46427663677740505
2006-03-01,GHG,Trout,0.19415039961794822
2006-03-01,GHG,Turbot,0.10389312526879216
2006-03-01,Nitrogen,Mussel,-0.0164338637117455
2006-03-01,Nitrogen,Salmon,0.007005433827617301
2006-03-01,Nitrogen,Seabass,0.0077809401275863626
2006-03-01,Nitrogen,Seabream,0.00800595985481303
2006-03-01,Nitrogen,Trout,0.003549159661998472
2006-03-01,Nitrogen,Turbot,0.0021016007682220935
2006-03-01,Phosphorus,Mussel,-0.0030733168301272803
2006-03-01,Phosphorus,Salmon,0.0016867617048915134
2006-03-01,Phosphorus,Seabass,0.0016645186106115876
2006-03-01,Phosphorus,Seabream,0.0017126554061121224
2006-03-01,Phosphorus,Trout,8.333577786520858e-4
2006-03-01,Phosphorus,Turbot,4.495798108481792e-4
2006-04-01,GHG,Mussel,0.14385124045775158
2006-04-01,GHG,Salmon,0.3551336862591994
2006-04-01,GHG,Seabass,0.36614999969725964
2006-04-01,GHG,Seabream,0.32969290343072943
2006-04-01,GHG,Trout,0.17511217331806805
2006-04-01,GHG,Turbot,0.051996844599348606
2006-04-01,Nitrogen,Mussel,-0.013348154810819544
2006-04-01,Nitrogen,Salmon,0.005357050443653079
2006-04-01,Nitrogen,Seabass,0.006427119074507032
2006-04-01,Nitrogen,Seabream,0.005685205629997418
2006-04-01,Nitrogen,Trout,0.0032011320249063125
2006-04-01,Nitrogen,Turbot,0.00105181751220204
2006-04-01,Phosphorus,Mussel,-0.0024962546575043316
2006-04-01,Phosphorus,Salmon,0.0012898655189495188
2006-04-01,Phosphorus,Seabass,0.001374905748754579
2006-04-01,Phosphorus,Seabream,0.001216193727379307
2006-04-01,Phosphorus,Trout,7.516394097485735e-4
2006-04-01,Phosphorus,Turbot,2.2500749206645835e-4
2006-05-01,GHG,Mussel,0.11373917272403407
2006-05-01,GHG,Salmon,0.38389499005110567
2006-05-01,GHG,Seabass,0.33977685672390956
2006-05-01,GHG,Seabream,0.4247213242583213
2006-05-01,GHG,Trout,0.2368555364199299
2006-05-01,GHG,Turbot,0.05090916630484881
2006-05-01,Nitrogen,Mussel,-0.010554014555201843
2006-05-01,Nitrogen,Salmon,0.005790903274854279
2006-05-01,Nitrogen,Seabass,0.0059641849480592144
2006-05-01,Nitrogen,Seabream,0.007323870300898655
2006-05-01,Nitrogen,Trout,0.004329829437574397
2006-05-01,Nitrogen,Turbot,0.0010298154256021296
2006-05-01,Phosphorus,Mussel,-0.001973719091678227
2006-05-01,Phosphorus,Salmon,0.0013943281916742212
2006-05-01,Phosphorus,Seabass,0.0012758736965443741
2006-05-01,Phosphorus,Seabream,0.0015667410644030805
2006-05-01,Phosphorus,Trout,0.001016662361142592
2006-05-01,Phosphorus,Turbot,2.2030074943416432e-4
2006-06-01,GHG,Mussel,0.1170943604870637
2006-06-01,GHG,Salmon,0.30518530128616667
2006-06-01,GHG,Seabass,0.29855185029470666
2006-06-01,GHG,Seabream,0.3748176221755062
2006-06-01,GHG,Trout,0.1846448675632934
2006-06-01,GHG,Turbot,0.038873251746734123
2006-06-01,Nitrogen,Mussel,-0.010865347050756098
2006-06-01,Nitrogen,Salmon,0.004603598917558634
2006-06-01,Nitrogen,Seabass,0.005240552487628031
2006-06-01,Nitrogen,Seabream,0.006463333707339416
2006-06-01,Nitrogen,Trout,0.003375394112194806
2006-06-01,Nitrogen,Turbot,7.863470804527569e-4
2006-06-01,Phosphorus,Mussel,-0.00203194176013498
2006-06-01,Phosphorus,Salmon,0.0011084501759484934
2006-06-01,Phosphorus,Seabass,0.0011210723900338727
2006-06-01,Phosphorus,Seabream,0.001382652875623253
2006-06-01,Phosphorus,Trout,7.925568887566162e-4
2006-06-01,Phosphorus,Turbot,1.6821737840819464e-4
2006-07-01,GHG,Mussel,0.11766372374788811
2006-07-01,GHG,Salmon,0.2573345477517202
2006-07-01,GHG,Seabass,0.2083047336763515
2006-07-01,GHG,Seabream,0.38134145834335276
2006-07-01,GHG,Trout,0.16238298310070323
2006-07-01,GHG,Turbot,0.08111804156449688
2006-07-01,Nitrogen,Mussel,-0.010918179052238276
2006-07-01,Nitrogen,Salmon,0.0038817893276236817
2006-07-01,Nitrogen,Seabass,0.003656423127757293
2006-07-01,Nitrogen,Seabream,0.006575830366274675
2006-07-01,Nitrogen,Trout,0.002968436503607986
2006-07-01,Nitrogen,Turbot,0.0016408952760594946
2006-07-01,Phosphorus,Mussel,-0.0020418219369559938
2006-07-01,Phosphorus,Salmon,9.346535482898423e-4
2006-07-01,Phosphorus,Seabass,7.821913862111378e-4
2006-07-01,Phosphorus,Seabream,0.001406718448595018
2006-07-01,Phosphorus,Trout,6.970015119927228e-4
2006-07-01,Phosphorus,Turbot,3.510245137836465e-4
2006-08-01,GHG,Mussel,0.12966984819010652
2006-08-01,GHG,Salmon,0.25412620875713626
2006-08-01,GHG,Seabass,0.1942749290833688
2006-08-01,GHG,Seabream,0.43676217550945157
2006-08-01,GHG,Trout,0.1469462163414684
2006-08-01,GHG,Turbot,0.047312682601137745
2006-08-01,Nitrogen,Mussel,-0.012032243882146803
2006-08-01,Nitrogen,Salmon,0.003833392809638111
2006-08-01,Nitrogen,Seabass,0.0034101545908578777
2006-08-01,Nitrogen,Seabream,0.0075315020533888
2006-08-01,Nitrogen,Trout,0.0026862452230267107
2006-08-01,Nitrogen,Turbot,9.570640005673894e-4
2006-08-01,Phosphorus,Mussel,-0.0022501645550807668
2006-08-01,Phosphorus,Salmon,9.230006806449672e-4
2006-08-01,Phosphorus,Seabass,7.295089910049535e-4
2006-08-01,Phosphorus,Seabream,0.0016111581798809956
2006-08-01,Phosphorus,Trout,6.307417995153806e-4
2006-08-01,Phosphorus,Turbot,2.047375785405203e-4
2006-09-01,GHG,Mussel,0.1506752970386922
2006-09-01,GHG,Salmon,0.3192983128071807
2006-09-01,GHG,Seabass,0.2655748344563003
2006-09-01,GHG,Seabream,0.5134286398604334
2006-09-01,GHG,Trout,0.16698327046732803
2006-09-01,GHG,Turbot,0.05070803844503859
2006-09-01,Nitrogen,Mussel,-0.013981368423648555
2006-09-01,Nitrogen,Salmon,0.004816488084526445
2006-09-01,Nitrogen,Seabass,0.004661698991272482
2006-09-01,Nitrogen,Seabream,0.008853534193676516
2006-09-01,Nitrogen,Trout,0.003052531897629089
2006-09-01,Nitrogen,Turbot,0.0010257469132381554
2006-09-01,Phosphorus,Mussel,-0.002614672704988942
2006-09-01,Phosphorus,Salmon,0.001159709427418676
2006-09-01,Phosphorus,Seabass,9.972425697676321e-4
2006-09-01,Phosphorus,Seabream,0.001893970676218527
2006-09-01,Phosphorus,Trout,7.167474680585133e-4
2006-09-01,Phosphorus,Turbot,2.1943040286468888e-4
2006-10-01,GHG,Mussel,0.19016732911534615
2006-10-01,GHG,Salmon,0.4882964820578669
2006-10-01,GHG,Seabass,0.4369068480032042
2006-10-01,GHG,Seabream,0.684907126842099
2006-10-01,GHG,Trout,0.1815310928078915
2006-10-01,GHG,Turbot,0.04555281382779863
2006-10-01,Nitrogen,Mussel,-0.01764588849504723
2006-10-01,Nitrogen,Salmon,0.007365758268093816
2006-10-01,Nitrogen,Seabass,0.0076691310635146615
2006-10-01,Nitrogen,Seabream,0.011810499446695481
2006-10-01,Nitrogen,Trout,0.003318472860525129
2006-10-01,Nitrogen,Turbot,9.214645173826196e-4
2006-10-01,Phosphorus,Mussel,-0.0032999790582185543
2006-10-01,Phosphorus,Salmon,0.00177352028151759
2006-10-01,Phosphorus,Seabass,0.0016406001296914497
2006-10-01,Phosphorus,Seabream,0.002526532245113242
2006-10-01,Phosphorus,Trout,7.79191536851645e-4
2006-10-01,Phosphorus,Turbot,1.9712204605761133e-4
2006-11-01,GHG,Mussel,0.15074171743030834
2006-11-01,GHG,Salmon,0.43203345698861184
2006-11-01,GHG,Seabass,0.4364883453093794
2006-11-01,GHG,Seabream,0.5581683976022891
2006-11-01,GHG,Trout,0.1368937365403254
2006-11-01,GHG,Turbot,0.05061541377275761
2006-11-01,Nitrogen,Mussel,-0.013987531663305481
2006-11-01,Nitrogen,Salmon,0.006517052907069481
2006-11-01,Nitrogen,Seabass,0.007661784984999196
2006-11-01,Nitrogen,Seabream,0.009625024025431902
2006-11-01,Nitrogen,Trout,0.0025024812138694876
2006-11-01,Nitrogen,Turbot,0.001023873256228431
2006-11-01,Phosphorus,Mussel,-0.002615825299929364
2006-11-01,Phosphorus,Salmon,0.0015691698105919543
2006-11-01,Phosphorus,Seabass,0.0016390286377889927
2006-11-01,Phosphorus,Seabream,0.002059009753990327
2006-11-01,Phosphorus,Trout,5.875932288530978e-4
2006-11-01,Phosphorus,Turbot,2.190295853655885e-4
2006-12-01,GHG,Mussel,0.23258664835519577
2006-12-01,GHG,Salmon,0.7143355062174753
2006-12-01,GHG,Seabass,0.49968723425184625
2006-12-01,GHG,Seabream,0.6182154804307115
2006-12-01,GHG,Trout,0.1203840632535553
2006-12-01,GHG,Turbot,0.1231061287190805
2006-12-01,Nitrogen,Mussel,-0.021582035575748875
2006-12-01,Nitrogen,Salmon,0.010775467066524571
2006-12-01,Nitrogen,Seabass,0.008771130294150156
2006-12-01,Nitrogen,Seabream,0.010660472498264423
2006-12-01,Nitrogen,Trout,0.0022006767026375605
2006-12-01,Nitrogen,Turbot,0.0024902507650964166
2006-12-01,Phosphorus,Mussel,-0.004036082708654138
2006-12-01,Phosphorus,Salmon,0.002594506728260006
2006-12-01,Phosphorus,Seabass,0.0018763426232969657
2006-12-01,Phosphorus,Seabream,0.00228051553929364
2006-12-01,Phosphorus,Trout,5.167282464291188e-4
2006-12-01,Phosphorus,Turbot,5.327208120901613e-4
2007-01-01,GHG,Mussel,0.1682332427718808
2007-01-01,GHG,Salmon,0.5279345321460668
2007-01-01,GHG,Seabass,0.4630126782620284
2007-01-01,GHG,Seabream,0.6330246303433391
2007-01-01,GHG,Trout,0.16956873530001862
2007-01-01,GHG,Turbot,0.06646854103896493
2007-01-01,Nitrogen,Mussel,-0.015610594400851037
2007-01-01,Nitrogen,Salmon,0.007963682492200095
2007-01-01,Nitrogen,Seabass,0.00812737298554405
2007-01-01,Nitrogen,Seabream,0.01091584063504458
2007-01-01,Nitrogen,Trout,0.0030997953980378347
2007-01-01,Nitrogen,Turbot,0.0013445580402811426
2007-01-01,Phosphorus,Mussel,-0.0029193562355112434
2007-01-01,Phosphorus,Salmon,0.0019174879084293515
2007-01-01,Phosphorus,Seabass,0.0017386284135328968
2007-01-01,Phosphorus,Seabream,0.002335144544177094
2007-01-01,Phosphorus,Trout,7.278451389054134e-4
2007-01-01,Phosphorus,Turbot,2.8763129447053644e-4
2007-02-01,GHG,Mussel,0.142690500767775
2007-02-01,GHG,Salmon,0.42171341587650424
2007-02-01,GHG,Seabass,0.4735530349092719
2007-02-01,GHG,Seabream,0.45603042936333527
2007-02-01,GHG,Trout,0.13567050285993243
2007-02-01,GHG,Turbot,0.07646064582460674
2007-02-01,Nitrogen,Mussel,-0.013240448175634703
2007-02-01,Nitrogen,Salmon,0.0063613791905024085
2007-02-01,Nitrogen,Seabass,0.008312390402765456
2007-02-01,Nitrogen,Seabream,0.007863762724305348
2007-02-01,Nitrogen,Trout,0.0024801199329028156
2007-02-01,Nitrogen,Turbot,0.0015466832053421687
2007-02-01,Phosphorus,Mussel,-0.0024761123087276788
2007-02-01,Phosphorus,Salmon,0.0015316868409394118
2007-02-01,Phosphorus,Seabass,0.0017782078125775532
2007-02-01,Phosphorus,Seabream,0.0016822362323073471
2007-02-01,Phosphorus,Trout,5.823427050083328e-4
2007-02-01,Phosphorus,Turbot,3.308704266833916e-4
2007-03-01,GHG,Mussel,0.17343439685752493
2007-03-01,GHG,Salmon,0.4997202409315691
2007-03-01,GHG,Seabass,0.4552235747999701
2007-03-01,GHG,Seabream,0.5726997255366908
2007-03-01,GHG,Trout,0.18489790702633077
2007-03-01,GHG,Turbot,0.06704011229555394
2007-03-01,Nitrogen,Mussel,-0.016093216654987905
2007-03-01,Nitrogen,Salmon,0.007538081128217782
2007-03-01,Nitrogen,Seabass,0.007990648977690178
2007-03-01,Nitrogen,Seabream,0.009875601415858982
2007-03-01,Nitrogen,Trout,0.0033800197913428946
2007-03-01,Nitrogen,Turbot,0.001356120062203511
2007-03-01,Phosphorus,Mussel,-0.003009612009944416
2007-03-01,Phosphorus,Salmon,0.0018150120161462995
2007-03-01,Phosphorus,Seabass,0.0017093800641228658
2007-03-01,Phosphorus,Seabream,0.002112613910162358
2007-03-01,Phosphorus,Trout,7.936430178876563e-4
2007-03-01,Phosphorus,Turbot,2.9010467176820385e-4
2007-04-01,GHG,Mussel,0.1075805946152943
2007-04-01,GHG,Salmon,0.3916483880227692
2007-04-01,GHG,Seabass,0.3803136758529353
2007-04-01,GHG,Seabream,0.476501002413456
2007-04-01,GHG,Trout,0.22473048158486594
2007-04-01,GHG,Turbot,0.05294048861597042
2007-04-01,Nitrogen,Mussel,-0.009982551606753194
2007-04-01,Nitrogen,Salmon,0.0059078602002347776
2007-04-01,Nitrogen,Seabass,0.006675737491168374
2007-04-01,Nitrogen,Seabream,0.008216756118894055
2007-04-01,Nitrogen,Trout,0.0041081777922272284
2007-04-01,Nitrogen,Turbot,0.0010709060032367424
2007-04-01,Phosphorus,Mussel,-0.001866849111004957
2007-04-01,Phosphorus,Salmon,0.0014224889691090113
2007-04-01,Phosphorus,Seabass,0.001428090836248879
2007-04-01,Phosphorus,Seabream,0.0017577494820022943
2007-04-01,Phosphorus,Trout,9.646176124154842e-4
2007-04-01,Phosphorus,Turbot,2.290909508843854e-4
2007-05-01,GHG,Mussel,0.1047027334552549
2007-05-01,GHG,Salmon,0.4191828167983632
2007-05-01,GHG,Seabass,0.39542233556678025
2007-05-01,GHG,Seabream,0.4765501997705789
2007-05-01,GHG,Trout,0.1980768493984499
2007-05-01,GHG,Turbot,0.05533589179131149
2007-05-01,Nitrogen,Mussel,-0.009715510904385855
2007-05-01,Nitrogen,Salmon,0.0063232061096633
2007-05-01,Nitrogen,Seabass,0.006940943431677392
2007-05-01,Nitrogen,Seabream,0.008217604475315396
2007-05-01,Nitrogen,Trout,0.0036209369913433615
2007-05-01,Nitrogen,Turbot,0.001119361386020483
2007-05-01,Phosphorus,Mussel,-0.0018169095046342417
2007-05-01,Phosphorus,Salmon,0.001522495562782833
2007-05-01,Phosphorus,Seabass,0.001484824369264631
2007-05-01,Phosphorus,Seabream,0.001757930964577484
2007-05-01,Phosphorus,Trout,8.50211400759003e-4
2007-05-01,Phosphorus,Turbot,2.3945665028642714e-4
2007-06-01,GHG,Mussel,0.1130131061667456
2007-06-01,GHG,Salmon,0.4705189996547984
2007-06-01,GHG,Seabass,0.3161886893918275
2007-06-01,GHG,Seabream,0.44912938190510127
2007-06-01,GHG,Trout,0.24588127201928878
2007-06-01,GHG,Turbot,0.0404022936873414
2007-06-01,Nitrogen,Mussel,-0.010486641838923519
2007-06-01,Nitrogen,Salmon,0.007097592014991923
2007-06-01,Nitrogen,Seabass,0.0055501361693673186
2007-06-01,Nitrogen,Seabream,0.007744761455384574
2007-06-01,Nitrogen,Trout,0.0044948240848795
2007-06-01,Nitrogen,Turbot,8.172772859760798e-4
2007-06-01,Phosphorus,Mussel,-0.0019611196381071486
2007-06-01,Phosphorus,Salmon,0.0017089514657372881
2007-06-01,Phosphorus,Seabass,0.0011872993229426272
2007-06-01,Phosphorus,Seabream,0.0016567791765329742
2007-06-01,Phosphorus,Trout,0.0010554038058400222
2007-06-01,Phosphorus,Turbot,1.7483404707283097e-4
2007-07-01,GHG,Mussel,0.10139570106121833
2007-07-01,GHG,Salmon,0.39604450335838454
2007-07-01,GHG,Seabass,0.3011216041705588
2007-07-01,GHG,Seabream,0.46334741811360763
2007-07-01,GHG,Trout,0.15884667844139944
2007-07-01,GHG,Turbot,0.032382109736931626
2007-07-01,Nitrogen,Mussel,-0.009408646811872453
2007-07-01,Nitrogen,Salmon,0.005974173852023418
2007-07-01,Nitrogen,Seabass,0.005285659995933188
2007-07-01,Nitrogen,Seabream,0.007989936461151996
2007-07-01,Nitrogen,Trout,0.0029037912086509
2007-07-01,Nitrogen,Turbot,6.550410965472232e-4
2007-07-01,Phosphorus,Mussel,-0.0017595224776620554
2007-07-01,Phosphorus,Salmon,0.0014384559072174873
2007-07-01,Phosphorus,Seabass,0.001130721903565799
2007-07-01,Phosphorus,Seabream,0.0017092276407628705
2007-07-01,Phosphorus,Trout,6.818225218834384e-4
2007-07-01,Phosphorus,Turbot,1.4012806653692798e-4
2007-08-01,GHG,Mussel,0.10499804339128509
2007-08-01,GHG,Salmon,0.39504277367787455
2007-08-01,GHG,Seabass,0.25912892111027563
2007-08-01,GHG,Seabream,0.4537986583447618
2007-08-01,GHG,Trout,0.13632381380802147
2007-08-01,GHG,Turbot,0.028651308262105355
2007-08-01,Nitrogen,Mussel,-0.009742913120249693
2007-08-01,Nitrogen,Salmon,0.00595906315811566
2007-08-01,Nitrogen,Seabass,0.004548552322822096
2007-08-01,Nitrogen,Seabream,0.007825278192100897
2007-08-01,Nitrogen,Trout,0.0024920627610827335
2007-08-01,Nitrogen,Turbot,5.795726261812227e-4
2007-08-01,Phosphorus,Mussel,-0.0018220340263337205
2007-08-01,Phosphorus,Salmon,0.0014348175686869794
2007-08-01,Phosphorus,Seabass,9.730379450980952e-4
2007-08-01,Phosphorus,Seabream,0.0016740035227600933
2007-08-01,Phosphorus,Trout,5.851469318424775e-4
2007-08-01,Phosphorus,Turbot,1.2398365835760897e-4
2007-09-01,GHG,Mussel,0.1324954111397095
2007-09-01,GHG,Salmon,0.40631469585331903
2007-09-01,GHG,Seabass,0.3248092827054084
2007-09-01,GHG,Seabream,0.6816651628333081
2007-09-01,GHG,Trout,0.17923507075643827
2007-09-01,GHG,Turbot,0.04178965301015287
2007-09-01,Nitrogen,Mussel,-0.012294431761507452
2007-09-01,Nitrogen,Salmon,0.006129095622021985
2007-09-01,Nitrogen,Seabass,0.005701455518718934
2007-09-01,Nitrogen,Seabream,0.011754595204161795
2007-09-01,Nitrogen,Trout,0.0032765005088631572
2007-09-01,Nitrogen,Turbot,8.453414664603729e-4
2007-09-01,Phosphorus,Mussel,-0.0022991966291217945
2007-09-01,Phosphorus,Salmon,0.0014757578238892878
2007-09-01,Phosphorus,Seabass,0.0012196699451311227
2007-09-01,Phosphorus,Seabream,0.002514573066584216
2007-09-01,Phosphorus,Trout,7.693362502269431e-4
2007-09-01,Phosphorus,Turbot,1.8083760833171434e-4
2007-10-01,GHG,Mussel,0.18770582947731076
2007-10-01,GHG,Salmon,0.517171685709898
2007-10-01,GHG,Seabass,0.3755790748160297
2007-10-01,GHG,Seabream,0.7070398178911759
2007-10-01,GHG,Trout,0.17761694438222886
2007-10-01,GHG,Turbot,0.04227808662941973
2007-10-01,Nitrogen,Mussel,-0.017417482551999958
2007-10-01,Nitrogen,Salmon,0.007801329233394434
2007-10-01,Nitrogen,Seabass,0.006592629899581219
2007-10-01,Nitrogen,Seabream,0.01219215430929595
2007-10-01,Nitrogen,Trout,0.0032469204056717084
2007-10-01,Nitrogen,Turbot,8.552217397394855e-4
2007-10-01,Phosphorus,Mussel,-0.0032572645851536132
2007-10-01,Phosphorus,Salmon,0.0018783966449392687
2007-10-01,Phosphorus,Seabass,0.0014103122477220915
2007-10-01,Phosphorus,Seabream,0.002608176829342416
2007-10-01,Phosphorus,Trout,7.623907162314269e-4
2007-10-01,Phosphorus,Turbot,1.8295122165881144e-4
2007-11-01,GHG,Mussel,0.15027263039922525
2007-11-01,GHG,Salmon,0.5408552028448427
2007-11-01,GHG,Seabass,0.351676187143139
2007-11-01,GHG,Seabream,0.7960982155010795
2007-11-01,GHG,Trout,0.1662730906472281
2007-11-01,GHG,Turbot,0.04500084425171639
2007-11-01,Nitrogen,Mussel,-0.013944004431348913
2007-11-01,Nitrogen,Salmon,0.008158585671980832
2007-11-01,Nitrogen,Seabass,0.006173056758996057
2007-11-01,Nitrogen,Seabream,0.013727872240199952
2007-11-01,Nitrogen,Trout,0.0030395494800022176
2007-11-01,Nitrogen,Turbot,9.102990078060383e-4
2007-11-01,Phosphorus,Mussel,-0.0026076852193684325
2007-11-01,Phosphorus,Salmon,0.0019644165109835134
2007-11-01,Phosphorus,Seabass,0.0013205560884964591
2007-11-01,Phosphorus,Seabream,0.0029367015364760484
2007-11-01,Phosphorus,Trout,7.13699141202186e-4
2007-11-01,Phosphorus,Turbot,1.9473349169497206e-4
2007-12-01,GHG,Mussel,0.22745040876595954
2007-12-01,GHG,Salmon,0.7601732422237973
2007-12-01,GHG,Seabass,0.44727061892599457
2007-12-01,GHG,Seabream,0.7188538923311789
2007-12-01,GHG,Trout,0.1549862046572368
2007-12-01,GHG,Turbot,0.1322434024165244
2007-12-01,Nitrogen,Mussel,-0.02110543682717763
2007-12-01,Nitrogen,Salmon,0.011466911087493897
2007-12-01,Nitrogen,Seabass,0.007851048829011758
2007-12-01,Nitrogen,Seabream,0.012395875535384234
2007-12-01,Nitrogen,Trout,0.0028332199512241096
2007-12-01,Nitrogen,Turbot,0.0026750839903201444
2007-12-01,Phosphorus,Mussel,-0.003946953397319108
2007-12-01,Phosphorus,Salmon,0.0027609919630572277
2007-12-01,Phosphorus,Seabass,0.0016795164433123745
2007-12-01,Phosphorus,Seabream,0.002651757395011895
2007-12-01,Phosphorus,Trout,6.652520905907646e-4
2007-12-01,Phosphorus,Turbot,5.722608083116325e-4
2008-01-01,GHG,Mussel,0.2127655546349468
2008-01-01,GHG,Salmon,0.4921325865292625
